image_id,condition,path,split,skin_tone
sebaceous-hyperplasia-99.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-99.jpg,train,
neurofibromas-14.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/neurofibromas-14.jpg,train,
epidermal-nevus-18.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/epidermal-nevus-18.jpg,train,
skin-tags-polyps-39.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-39.jpg,train,
skin-tags-polyps-11.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-11.jpg,train,
syringoma-21.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-21.jpg,train,
syringoma-35.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-35.jpg,train,
dermatosis-papulosa-nigra-7.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/dermatosis-papulosa-nigra-7.jpg,train,
syringoma-20.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-20.jpg,train,
follicular-mucinosis-5.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/follicular-mucinosis-5.jpg,train,
dermatosis-papulosa-nigra-5.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/dermatosis-papulosa-nigra-5.jpg,train,
follicular-mucinosis-4.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/follicular-mucinosis-4.jpg,train,
syringoma-37.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-37.jpg,train,
syringoma-33.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-33.jpg,train,
dermatosis-papulosa-nigra-1.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/dermatosis-papulosa-nigra-1.jpg,train,
melanoma-mimic-5.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/melanoma-mimic-5.jpg,train,
fibromatosis-progressive-2.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/fibromatosis-progressive-2.jpg,train,
syringoma-32.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-32.jpg,train,
follicular-mucinosis-1.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/follicular-mucinosis-1.jpg,train,
trichoepithelioma-1.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/trichoepithelioma-1.jpg,train,
epidermal-cyst-168.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-168.jpg,train,
syringoma-18.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-18.jpg,train,
syringoma-24.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-24.jpg,train,
trichofolliculoma-3.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/trichofolliculoma-3.jpg,train,
follicular-mucinosis-3.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/follicular-mucinosis-3.jpg,train,
syringoma-30.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-30.jpg,train,
dermatosis-papulosa-nigra-2.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/dermatosis-papulosa-nigra-2.jpg,train,
dermatosis-papulosa-nigra-3.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/dermatosis-papulosa-nigra-3.jpg,train,
follicular-mucinosis-2.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/follicular-mucinosis-2.jpg,train,
syringoma-31.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-31.jpg,train,
trichoepithelioma-2.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/trichoepithelioma-2.jpg,train,
syringoma-19.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-19.jpg,train,
syringoma-28.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-28.jpg,train,
syringoma-29.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-29.jpg,train,
syringoma-15.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-15.jpg,train,
epidermal-cyst-11.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-11.jpg,train,
skin-tags-polyps-42.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-42.jpg,train,
epidermal-cyst-167.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-167.jpg,train,
epidermal-cyst-13.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-13.jpg,train,
syringoma-17.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-17.jpg,train,
keratoacanthoma-85.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/keratoacanthoma-85.jpg,train,
skin-tags-polyps-41.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-41.jpg,train,
sebaceous-hyperplasia-32.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-32.jpg,train,
epidermal-cyst-189.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-189.jpg,train,
dermatosis-papulosa-nigra-8.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/dermatosis-papulosa-nigra-8.jpg,train,
syringoma-13.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-13.jpg,train,
epidermal-cyst-17.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-17.jpg,train,
syringoma-39.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-39.jpg,train,
granuloma-hair-1.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/granuloma-hair-1.jpg,train,
syringoma-38.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-38.jpg,train,
syringoma-2.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-2.jpg,train,
fibroma-10.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/fibroma-10.jpg,train,
hydrocystoma-1.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/hydrocystoma-1.jpg,train,
fibroma-11.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/fibroma-11.jpg,train,
syringoma-3.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-3.jpg,train,
syringoma-48.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-48.jpg,train,
hydrocystoma-2.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/hydrocystoma-2.jpg,train,
syringoma-49.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-49.jpg,train,
sebaceous-hyperplasia-92.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-92.jpg,train,
sebaceous-hyperplasia-86.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-86.jpg,train,
syringoma-4.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/syringoma-4.jpg,train,
hydrocystoma-6.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/hydrocystoma-6.jpg,train,
sebaceous-hyperplasia-93.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-93.jpg,train,
sebaceous-hyperplasia-91.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-91.jpg,train,
hydrocystoma-4.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/hydrocystoma-4.jpg,train,
hydrocystoma-5.jpg,,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Seborrheic Keratoses and other Benign Tumors/hydrocystoma-5.jpg,train,
allergic-contact-dermatitis-149.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-149.jpg,train,
allergic-contact-dermatitis-161.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-161.jpg,train,
allergic-contact-dermatitis-160.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-160.jpg,train,
allergic-contact-dermatitis-176.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-176.jpg,train,
allergic-contact-dermatitis-173.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-173.jpg,train,
allergic-contact-dermatitis-98.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-98.jpg,train,
allergic-contact-dermatitis-158.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-158.jpg,train,
allergic-contact-dermatitis-159.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-159.jpg,train,
allergic-contact-dermatitis-102.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-102.jpg,train,
allergic-contact-dermatitis-117.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-117.jpg,train,
allergic-contact-dermatitis-103.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-103.jpg,train,
allergic-contact-dermatitis-15.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-15.jpg,train,
allergic-contact-dermatitis-129.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-129.jpg,train,
allergic-contact-dermatitis-115.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-115.jpg,train,
irritant-contact-dermatitis-6.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/irritant-contact-dermatitis-6.jpg,train,
irritant-contact-dermatitis-7.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/irritant-contact-dermatitis-7.jpg,train,
allergic-contact-dermatitis-9.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-9.jpg,train,
allergic-contact-dermatitis-114.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-114.jpg,train,
allergic-contact-dermatitis-128.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-128.jpg,train,
allergic-contact-dermatitis-14.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-14.jpg,train,
rhus-dermatitis-6.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/rhus-dermatitis-6.jpg,train,
allergic-contact-dermatitis-138.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-138.jpg,train,
allergic-contact-dermatitis-139.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-139.jpg,train,
allergic-contact-dermatitis-113.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-113.jpg,train,
allergic-contact-dermatitis-112.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-112.jpg,train,
allergic-contact-dermatitis-106.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-106.jpg,train,
allergic-contact-dermatitis-37.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-37.jpg,train,
allergic-contact-dermatitis-137.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-137.jpg,train,
rhus-dermatitis-33.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/rhus-dermatitis-33.jpg,train,
allergic-contact-dermatitis-36.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-36.jpg,train,
allergic-contact-dermatitis-34.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-34.jpg,train,
allergic-contact-dermatitis-35.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-35.jpg,train,
allergic-contact-dermatitis-131.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-131.jpg,train,
allergic-contact-dermatitis-119.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-119.jpg,train,
allergic-contact-dermatitis-18.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-18.jpg,train,
allergic-contact-dermatitis-30.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-30.jpg,train,
rhus-dermatitis-36.jpg,Poison Ivy,/Users/jaspreetl/.cache/kagglehub/datasets/haroonalam16/20-skin-diseases-dataset/versions/1/Dataset/train/Poison Ivy Photos and other Contact Dermatitis/rhus-dermatitis-36.jpg,train,
