image_id,image_filename,ground_truth_label,ground_truth_subtype,normalized_prediction,predicted_subtype,is_correct,success,processing_time_ms,confidence,reasoning
11,acne-cystic-21.jpg,acne,cystic_acne,acne,papular,True,True,4711.38,high,"The cheek shows multiple discrete, inflamed erythematous papules without obvious white or yellow purulent centers, consistent with inflammatory papular acne. There are no deep nodules, cysts, or widespread comedones, and the pattern/localization is typical for acne rather than rosacea or dermatitis."
12,acne-cystic-33.jpg,acne,cystic_acne,acne,pustular,True,True,4995.98,high,"The forehead shows multiple inflamed lesions, several of which have visible yellow-white centers consistent with pustules, along with surrounding erythema. There are also smaller papules and comedonal elements, but the presence of numerous pustules indicates pustular acne rather than purely comedonal or papular acne."
13,acne-cystic-100.jpg,acne,cystic_acne,acne,pustular,True,True,5548.1,high,"The back shows numerous inflamed follicular lesions, many of which appear pustular with central lighter areas, consistent with pustular acne. There is widespread inflammatory involvement of the upper back without clear deep nodules or cysts, favoring a diagnosis of moderate to severe pustular acne rather than nodular/cystic forms or a non-acne rash."
14,acne-cystic-128.jpg,acne,cystic_acne,acne,papular,True,True,3789.92,high,"The cheek shows numerous small, inflamed, erythematous papules without obvious white or yellow pus-filled centers, consistent with papular inflammatory acne. There are no deep nodules, cysts, or features suggestive of rosacea or dermatitis."
15,acne-cystic-109.jpg,acne,cystic_acne,acne,papular,True,True,4766.8,high,"The back shows numerous small, inflamed, erythematous papules scattered over the upper and mid-back without obvious white or yellow pustular centers or large deep nodules/cysts. This pattern is typical of inflammatory papular acne on the trunk rather than a non-acne dermatosis."
16,acne-cystic-102.jpg,acne,cystic_acne,acne,pustular,True,True,4272.67,high,"The back shows numerous inflamed follicular lesions, many of which appear to be pustules and papules consistent with inflammatory acne rather than a diffuse rash or eczema. The distribution over the upper back and shoulders and the presence of discrete, follicle-based lesions are typical of truncal pustular acne."
17,acne-cystic-55.jpg,acne,cystic_acne,acne,pustular,True,True,4454.32,high,"The forehead shows numerous inflamed papules and multiple pustules with yellow-white centers, consistent with inflammatory acne. There are no features suggesting rosacea, eczema, or other non-acne dermatoses; instead, the pattern and morphology are typical of pustular acne."
18,acne-cystic-99.jpg,acne,cystic_acne,acne,conglobata,True,True,5719.19,high,"The image shows numerous inflammatory nodules and pustules with large ulcerated and crusted lesions on the posterior neck, consistent with a severe, destructive form of acne. The lesions appear deep, some coalescing with hemorrhagic and yellow-brown crusts, which is characteristic of acne conglobata rather than simple papular or pustular acne. There is marked inflammation and scarring potential, supporting a diagnosis of a severe nodulocystic acne variant."
19,acne-cystic-49.jpg,acne,cystic_acne,non_acne,other,False,True,5634.08,high,"The image shows irregular, elongated erosions with bright red, moist bases and overlying crusts, rather than discrete follicular papules, pustules, comedones, or nodules typical of acne. This pattern is more consistent with an erosive or ulcerative dermatitis or excoriated lesions, not an acneiform eruption."
20,acne-cystic-107.jpg,acne,cystic_acne,acne,pustular,True,True,5765.01,high,"The chest shows multiple inflamed papules and pustules, several with central yellowish-white material consistent with pus. The distribution around hair follicles and the presence of both red bumps and pustular lesions are characteristic of inflammatory/pustular acne rather than a non-acne rash."
21,acne-cystic-122.jpg,acne,cystic_acne,acne,papular,True,True,5021.26,medium,"The image shows multiple erythematous papules and some slightly larger inflamed lesions without clear white or yellow pustular centers. There is no obvious presence of open or closed comedones, deep nodules, or cysts, which makes papular inflammatory acne the closest match among the listed acne types. Some lesions may be post-inflammatory, but the predominant morphology is inflamed papules."
22,acne-cystic-28.jpg,acne,cystic_acne,acne,pustular,True,True,4695.68,high,"The forehead shows multiple inflamed lesions, many with visible yellowish-white centers consistent with pustules, along with surrounding erythema. There are no deep nodules or cysts, and the pattern is typical of inflammatory acne rather than a diffuse rash of dermatitis or rosacea."
23,acne-cystic-103.jpg,acne,cystic_acne,acne,conglobata,True,True,4990.59,high,"The image shows numerous deeply inflamed nodules and abscess-like lesions on the neck and upper back, many with ulceration, crusting, and scarring. The lesions appear grouped and some are coalescing, which is characteristic of severe nodulocystic acne such as acne conglobata rather than simple papular or pustular acne or a non-acne dermatosis."
24,acne-cystic-108.jpg,acne,cystic_acne,acne,nodular,True,True,4597.29,high,"The image shows multiple inflamed lesions, including several larger, deep-seated, violaceous nodules on the cheek and jaw area, consistent with nodular acne. While there are scattered smaller inflammatory papules, the presence of prominent deep nodules without obvious large cystic cavities favors nodular rather than purely pustular or cystic acne."
25,acne-cystic-9.jpg,acne,cystic_acne,acne,pustular,True,True,5131.28,medium,"The image shows multiple inflamed follicular lesions, some with central erosion/crusting suggestive of prior pustules, on a hair-bearing area. The pattern of discrete, inflamed papules and pustule-like lesions around follicles is most consistent with an acneiform pustular process rather than a purely non-acne dermatosis. There are no clear signs of a symmetric eczematous rash or diffuse background erythema typical of rosacea."
26,acne-cystic-117.jpg,acne,cystic_acne,acne,pustular,True,True,4866.16,high,"The face shows numerous inflamed papules and pustules on a background of intense erythema, consistent with a severe inflammatory acne pattern. Many lesions appear to have central whitish/yellowish material, indicating pustules rather than purely solid papules or non-acne dermatoses. There is no clear evidence of deep nodules or cysts dominating the picture, so this best fits severe pustular acne."
27,acne-cystic-106.jpg,acne,cystic_acne,acne,pustular,True,True,5363.89,high,"The cheek shows multiple inflamed red papules with visible white/yellow centers consistent with pustules, along with surrounding erythema. There are also scattered comedones, but the presence of numerous inflamed pustules makes this best classified as pustular acne rather than purely comedonal or a non-acne condition."
28,acne-cystic-19.jpg,acne,cystic_acne,acne,papular,True,True,5016.66,high,"The image shows multiple small, erythematous, raised bumps on the lower face without visible white or yellow pus-filled centers. There are no deep nodules or cysts, and the lesions are consistent with inflamed papules typical of inflammatory (papular) acne rather than another dermatosis."
29,acne-cystic-38.jpg,acne,cystic_acne,acne,nodular,True,True,5034.6,high,"The forehead shows multiple deep, violaceous-red nodules and plaques with surrounding inflammation, some with overlying crusts, indicating lesions that extend deeper than typical superficial pustules. While a few small pustules are present, the dominant feature is these larger, indurated nodular lesions consistent with nodular acne rather than purely pustular or comedonal acne."
30,acne-pustular-55.jpg,acne,pustular_acne,acne,papular,True,True,5478.64,medium,"The image shows multiple small, discrete, erythematous papules on the lower cheek and perioral area without visible white or yellow pustular centers and without obvious open or closed comedones. This pattern is most consistent with mild inflammatory (papular) acne rather than a non-acne dermatosis. However, the perioral clustering could overlap with perioral dermatitis, so certainty is not absolute."
31,acne-pustular-35.jpg,acne,pustular_acne,acne,pustular,True,True,5310.2,high,"The image shows multiple inflamed follicular lesions, many with central yellowish crusts or pus-filled centers, consistent with pustules. There are also surrounding erythematous papules, but the prominent feature is the presence of pustules rather than only non-purulent papules or deep nodules/cysts."
32,acne-pustular-54.jpg,acne,pustular_acne,acne,pustular,True,True,4683.89,high,"The forehead shows multiple inflamed lesions, several of which have central yellowish/whitish material consistent with pustules, along with surrounding erythema. This pattern is typical of inflammatory pustular acne rather than a non-acne dermatosis, as comedones and pustules are clearly present without features suggestive of rosacea or dermatitis."
33,acne-pustular-6.jpg,acne,pustular_acne,acne,papular,True,True,4833.61,high,"The image shows numerous small, inflamed, pink-to-red bumps scattered over the cheek without obvious white or yellow pus-filled centers. There are also some comedones, but the predominant lesions are inflammatory papules, consistent with papular acne rather than pustular or nodulocystic forms."
34,acne-pustular-30.jpg,acne,pustular_acne,acne,papular,True,True,4394.62,high,"The image shows multiple small, erythematous, raised bumps on the cheek and chin without clear white or yellow pustular centers. There is mild perifollicular inflammation but no deep nodules or cysts, consistent with mild inflammatory (papular) acne rather than a non-acne dermatosis."
35,acne-pustular-10.jpg,acne,pustular_acne,acne,papular,True,True,4247.46,high,"The image shows multiple small, inflamed, red bumps on the cheek without obvious white or yellow pus-filled centers, consistent with inflammatory papules. There are no large deep nodules or cysts, and the distribution and morphology are typical of acne vulgaris rather than rosacea or dermatitis."
36,acne-pustular-26.jpg,acne,pustular_acne,acne,comedonal,True,True,4872.55,high,"The image shows multiple small, skin-colored to slightly red bumps consistent with closed and open comedones, with minimal inflammation. There are no large pustules, nodules, or cysts, and the distribution and morphology are typical of mild comedonal acne rather than another inflammatory or vascular skin condition."
37,acne-pustular-42.jpg,acne,pustular_acne,acne,pustular,True,True,5837.03,high,"The image shows multiple inflamed lesions on the chin, many with central yellowish-white pus, consistent with pustules. There is clear perifollicular inflammation and no features suggesting rosacea, eczema, or other non-acne dermatoses."
38,acne-pustular-36.jpg,acne,pustular_acne,acne,papular,True,True,4643.38,high,"The cheek shows multiple small, erythematous, inflamed bumps that are raised but largely lack visible white or yellow pus heads. There are no deep nodules or cysts, and comedones are not the dominant feature, which is most consistent with inflammatory papular acne."
39,acne-pustular-38.jpg,acne,pustular_acne,acne,pustular,True,True,6056.01,high,"The image shows multiple inflamed lesions on the chin, several of which have central yellowish-white pustules, consistent with pustular acne. There are also surrounding erythematous papules, but the presence of clear pus-filled centers indicates a pustular rather than purely papular pattern."
40,acne-pustular-17.jpg,acne,pustular_acne,acne,pustular,True,True,4429.54,high,"The image shows multiple inflamed lesions with central white/yellow heads consistent with pustules, along with some surrounding erythema. These features are characteristic of inflammatory pustular acne rather than non-acne conditions, which typically lack comedones and pustules."
41,acne-pustular-13.jpg,acne,pustular_acne,acne,papular,True,True,4938.1,high,"The image shows multiple small, erythematous (red) raised bumps on the cheek without visible white or yellow pus heads. There are no deep nodules or cysts, and the lesions are primarily inflammatory papules rather than comedones alone. This pattern is consistent with mild to moderate papular acne."
42,acne-pustular-72.jpg,acne,pustular_acne,acne,papular,True,True,5183.19,high,"The image shows multiple small, erythematous, raised bumps on the chin and lower cheek without visible white or yellow pus-filled centers. There are no deep nodules or cysts, and the lesions are consistent with inflammatory papules typical of mild to moderate papular acne."
43,acne-pustular-59.jpg,acne,pustular_acne,acne,comedonal,True,True,5352.95,high,"The image shows numerous small follicular plugs, including both open comedones (dark-topped lesions) and closed comedones (flesh-colored to whitish bumps), with minimal surrounding inflammation. There are no large inflamed papules, pustules, nodules, or cysts, which supports a diagnosis of predominantly comedonal acne rather than inflammatory or non-acne conditions."
44,acne-pustular-15.jpg,acne,pustular_acne,acne,pustular,True,True,4733.78,high,"The image shows numerous inflamed papules and pustules with visible white-yellow centers on an erythematous background, typical of pustular acne. There are no deep nodules or cysts, and the distribution and morphology are classic for inflammatory acne rather than another dermatosis."
45,acne-pustular-12.jpg,acne,pustular_acne,acne,pustular,True,True,4564.04,high,"The image shows numerous inflamed lesions with visible white/yellow centers consistent with pustules, on a background of erythematous skin. While there are also papules and some comedones, the dominant feature is widespread pustules, fitting pustular acne rather than non-acne inflammatory conditions."
46,acne-pustular-45.jpg,acne,pustular_acne,acne,pustular,True,True,5104.8,high,"The forehead shows multiple inflamed lesions, many with central white/yellow material consistent with pustules, along with surrounding erythema. This pattern of superficial pus-filled lesions on an oily area of the face is characteristic of pustular acne rather than non-acne inflammatory dermatoses."
47,acne-pustular-61.jpg,acne,pustular_acne,acne,papular,True,True,4805.55,high,"The image shows numerous small, discrete, erythematous papules concentrated on the lower cheek, jawline, and neck without visible white or yellow pustular centers. There are no deep nodules or cysts, and the lesions are follicular and inflammatory, consistent with mild-to-moderate papular acne rather than a non-acne dermatosis."
48,acne-pustular-67.jpg,acne,pustular_acne,acne,pustular,True,True,4890.19,high,"The image shows numerous inflamed lesions with visible yellowish/whitish centers consistent with pustules, along with surrounding erythema. There are also some papules, but the presence of multiple pus-filled lesions indicates pustular acne rather than purely papular or comedonal acne."
49,acne-pustular-37.jpg,acne,pustular_acne,acne,papular,True,True,4725.68,high,"The image shows multiple small, erythematous bumps scattered over the cheek without obvious white or yellow pus-filled centers, indicating inflammatory papules rather than pustules. There are no large deep nodules or cysts, and the distribution and morphology are typical of mild inflammatory (papular) acne rather than a non-acne dermatosis."
50,acne-pustular-18.jpg,acne,pustular_acne,acne,pustular,True,True,4135.11,high,"The image shows multiple inflamed lesions around the mouth, chin, and lower cheeks, many with visible white/yellow centers consistent with pustules. There is background erythema and some small papules, but the presence of numerous pustules indicates pustular acne rather than purely comedonal or non-acne conditions."
51,acne-pustular-44.jpg,acne,pustular_acne,acne,comedonal,True,True,5323.74,high,"The image shows numerous open comedones (blackheads) and some closed comedones on the cheek with minimal surrounding inflammation. There are a few small inflammatory papules, but the predominant lesion type is comedonal, consistent with comedonal acne rather than a non-acne dermatosis."
52,acne-pustular-62.jpg,acne,pustular_acne,acne,papular,True,True,4159.34,high,"The image shows numerous small, erythematous, inflamed bumps distributed over the cheek and temple without obvious white or yellow pus-filled centers. There are no large deep nodules or cysts, and the pattern is typical of inflammatory papular acne rather than another dermatosis such as rosacea or dermatitis."
53,acne-pustular-7.jpg,acne,pustular_acne,acne,papular,True,True,6282.1,high,"The cheek shows multiple inflamed, erythematous papules and a few larger tender-looking bumps without obvious white or yellow pustular centers. There is no evidence of deep cysts, extensive nodules, or interconnected draining lesions, which rules out more severe nodulocystic or conglobate acne. The pattern and morphology are most consistent with inflammatory papular acne."
54,acne-pustular-32.jpg,acne,pustular_acne,acne,papular,True,True,4771.49,high,"The image shows multiple small, erythematous papules scattered around the perioral and lower facial area without obvious white or yellow pustular centers or deep nodules. This pattern is consistent with mild inflammatory (papular) acne rather than a non-acne dermatosis, as there are discrete follicular-based lesions rather than diffuse redness or scaling."
55,acne-open-comedo-24.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,4743.3,high,"The image shows multiple open comedones (blackheads) and some closed comedones with minimal surrounding inflammation on the perioral and chin area. There are a few small erythematous papules, but the predominant lesion type is comedonal, without deep nodules or large pustules. This pattern is characteristic of comedonal acne rather than another inflammatory or non-acne dermatosis."
56,acne-open-comedo-53.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,4613.08,high,"The image shows numerous small follicular plugs consistent with open and closed comedones, mainly on the cheek and around the nose. There is minimal inflammation and no obvious pustules, nodules, or cysts, which supports a diagnosis of comedonal rather than inflammatory or cystic acne."
57,acne-open-comedo-9.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,4094.57,high,"The image shows multiple open comedones (blackheads) clustered in and around the ear canal without significant surrounding redness, swelling, or pus. There are no deep nodules, cysts, or inflamed pustules, which supports a diagnosis of comedonal rather than inflammatory acne."
58,acne-open-comedo-57.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,5664.99,high,"The forehead shows numerous small, uniform follicular plugs consistent with open and closed comedones, without significant surrounding redness or deep inflammation. There are no large nodules, cysts, or widespread pustules, which supports a diagnosis of comedonal rather than inflammatory or nodulocystic acne."
59,acne-open-comedo-3.jpg,acne,open_comedo_(blackhead),acne,papular,True,True,4017.6,high,"The forehead shows multiple small, erythematous, raised bumps without visible white or yellow pus heads, consistent with inflammatory papules. There are no deep nodules, cysts, or extensive interconnected lesions, and the distribution and morphology are typical of mild inflammatory (papular) acne rather than another dermatosis."
60,acne-open-comedo-35.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,4206.79,high,"The image shows multiple small dark follicular plugs on the nose consistent with open comedones (blackheads), without significant surrounding redness, pus, or deep nodules. This pattern is characteristic of comedonal acne rather than inflammatory or cystic forms of acne or non-acne conditions."
61,acne-open-comedo-30.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,4217.61,high,"The image shows multiple small follicular openings with keratin plugs, consistent with comedones. There is minimal surrounding inflammation and no obvious pustules, nodules, or cysts, which supports a diagnosis of comedonal rather than inflammatory or cystic acne."
62,acne-open-comedo-71.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,5363.31,high,"The image shows numerous open comedones (blackheads) and some closed comedones (small skin-colored bumps) on the cheek and perioral area, with only minimal inflammatory change. This pattern is characteristic of comedonal acne rather than predominantly inflammatory or nodulocystic forms of acne, and there are no features suggesting an alternative non-acne diagnosis."
63,acne-open-comedo-1.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,5079.04,high,"The image shows numerous open comedones (blackheads) and some closed comedones concentrated around the chin and perioral area, with only minimal inflammatory change. This pattern is characteristic of comedonal acne rather than primarily inflammatory papules, pustules, or deeper nodules/cysts."
64,acne-open-comedo-28.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,4285.03,high,"The forehead shows multiple small, skin-colored to slightly red bumps with visible follicular plugs, consistent with closed comedones and a few open comedones. There is minimal surrounding inflammation and no deep nodules or large pustules, which supports a diagnosis of comedonal acne rather than inflammatory or non-acne conditions."
65,acne-open-comedo-17.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,5324.57,high,"The image shows multiple small follicular plugs, including dark-topped lesions consistent with open comedones and pale, slightly raised bumps consistent with closed comedones along the neck and jawline. There is minimal inflammatory change and only very few slightly erythematous papules, which supports a predominantly comedonal rather than inflammatory acne pattern."
66,acne-open-comedo-25.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,4927.53,high,"The image shows multiple small, skin-colored to slightly dark pinpoint lesions along the upper lip consistent with open and/or closed comedones. There is minimal surrounding redness and no visible pustules, nodules, or cysts, which supports a diagnosis of comedonal rather than inflammatory acne."
67,acne-open-comedo-61.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,9540.74,high,"The forehead shows multiple small, non-inflammatory lesions with visible dark central plugs consistent with open comedones (blackheads), along with a few small closed bumps. There is minimal surrounding redness and no obvious pustules, nodules, or cysts, which supports a diagnosis of comedonal rather than inflammatory or cystic acne."
68,acne-open-comedo-48.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,5854.69,high,"The image shows multiple clustered dark plugs within dilated follicular openings on severely sun-damaged, wrinkled skin, consistent with solar comedones (Favre-Racouchot syndrome), a photoaging-related condition rather than typical acne vulgaris. There is no surrounding inflammatory redness, papules, pustules, nodules, or cysts that would indicate inflammatory acne."
69,acne-open-comedo-51.jpg,acne,open_comedo_(blackhead),acne,pustular,True,True,5344.8,high,"The image shows multiple inflamed lesions on the lower face, including at least one prominent lesion with a yellowish crust/center consistent with a pustule. There are also surrounding erythematous papules and comedones, but the presence of clear pus-filled lesions supports a primary classification as pustular acne rather than purely comedonal or papular acne."
70,acne-open-comedo-42.jpg,acne,open_comedo_(blackhead),acne,papular,True,True,3926.1,medium,"The image shows multiple small, erythematous papules around hair follicles without visible white or yellow pustular centers, nodules, or cysts. This pattern is most consistent with mild inflammatory (papular) acne rather than a non-acne dermatosis."
71,acne-open-comedo-46.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,5061.09,high,"The image shows numerous small, uniform follicular openings consistent with comedones, without significant surrounding redness, nodules, or pustules. This pattern is typical of comedonal acne rather than inflammatory or cystic forms, and there are no features suggesting rosacea, eczema, or other non-acne dermatoses."
72,acne-open-comedo-37.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,4603.2,high,"The image shows numerous small follicular plugs on the nose consistent with open comedones (blackheads), along with a few small inflammatory lesions around the mouth. There are no large nodules, cysts, or extensive pustules, indicating a predominantly comedonal pattern of acne."
73,acne-open-comedo-38.jpg,acne,open_comedo_(blackhead),acne,pustular,True,True,4388.49,high,"The image shows multiple inflamed lesions, some with central yellowish/whitish material consistent with pustules, along with surrounding erythema. There are also smaller erythematous papules and a few comedonal-appearing spots, but the presence of clear pustules makes pustular acne the best fit."
74,acne-open-comedo-58.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,4242.37,high,"The image shows numerous small, dark, follicular plugs consistent with open comedones (blackheads) on a relatively non-inflamed background. There is minimal surrounding redness and no obvious pustules, nodules, or cysts, which supports a diagnosis of comedonal rather than inflammatory acne."
75,acne-closed-comedo-13.jpg,acne,closed_comedo_(whitehead),acne,comedonal,True,True,4968.24,high,"The forehead shows multiple small, skin-colored to slightly erythematous bumps without visible pus or deep nodules, consistent with closed comedones. There is no evidence of pustules, cysts, or significant inflammatory nodules, which supports a diagnosis of predominantly comedonal acne rather than inflammatory or non-acne conditions."
76,acne-closed-comedo-39.jpg,acne,closed_comedo_(whitehead),acne,comedonal,True,True,4896.02,high,"The image shows multiple open comedones (blackheads) within the ear canal and conchal bowl without significant surrounding redness, swelling, or pus. This pattern is characteristic of comedonal acne rather than inflammatory or cystic forms of acne or non-acne dermatoses."
77,acne-closed-comedo-21.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,5685.45,high,"The image shows numerous tiny, uniform, skin-colored to slightly whitish follicular papules without visible blackheads, whiteheads, pustules, or inflamed papules typical of acne. The texture and distribution are more consistent with a keratinization disorder such as keratosis pilaris rather than inflammatory or comedonal acne."
78,acne-closed-comedo-17.jpg,acne,closed_comedo_(whitehead),acne,comedonal,True,True,5122.68,high,"The image shows multiple small, skin-colored to slightly erythematous bumps without visible pus or deep nodules, consistent with closed comedones. There is minimal surrounding inflammation and no cysts or large tender nodules, which supports a diagnosis of mild comedonal acne rather than inflammatory or non-acne conditions."
79,acne-closed-comedo-22.jpg,acne,closed_comedo_(whitehead),acne,papular,True,True,4992.9,medium,"The image shows multiple small, slightly erythematous papules on the facial skin without visible white or yellow pustular centers and without obvious deep nodules or cysts. This pattern is most consistent with mild inflammatory (papular) acne rather than a non-acne dermatosis, as the lesions are follicular and discrete rather than forming a diffuse rash or plaques."
80,acne-closed-comedo-36.jpg,acne,closed_comedo_(whitehead),acne,comedonal,True,True,4647.66,high,"The image shows multiple small, uniform, skin-colored to white papules consistent with closed comedones (whiteheads) without significant surrounding redness or pus. There are no deep nodules, cysts, or inflamed pustules, which supports a diagnosis of comedonal rather than inflammatory acne or another dermatosis."
81,acne-closed-comedo-20.jpg,acne,closed_comedo_(whitehead),acne,papular,True,True,4881.95,high,"The image shows multiple small, erythematous bumps on the cheek without visible white or yellow pus heads, consistent with inflammatory papules. There are no deep nodules or cysts, and the distribution and morphology are typical of mild inflammatory acne rather than another dermatosis."
82,acne-closed-comedo-4.jpg,acne,closed_comedo_(whitehead),acne,papular,True,True,5190.57,medium,"The visible area shows multiple small, slightly raised erythematous bumps without clear white or yellow pustular centers, consistent with inflammatory papules. There are no obvious deep nodules, cysts, or extensive comedones, and the distribution/appearance is typical of mild inflammatory (papular) acne rather than a non-acne dermatosis."
83,acne-closed-comedo-16.jpg,acne,closed_comedo_(whitehead),acne,papular,True,True,5092.34,medium,"The image shows a few small, discrete erythematous bumps on the lower cheek and chin without visible white or yellow pus heads, suggesting inflammatory papules rather than pustules or deeper nodules. There is no extensive background redness or scaling to suggest dermatitis or rosacea, and lesions are follicular and acneiform in distribution."
84,acne-closed-comedo-16.jpg,acne,closed_comedo_(whitehead),acne,papular,True,True,3750.27,medium,"The image shows a few small, erythematous bumps on the lower cheek and chin without visible white or yellow pustular centers. There are no obvious open or closed comedones, deep nodules, or cysts, and the lesions are discrete rather than forming a diffuse rash pattern. This presentation is most consistent with mild inflammatory (papular) acne."
85,acne-closed-comedo-26.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,4621.75,high,"The image shows diffuse, slightly erythematous, dry and scaly skin without visible comedones, papules, pustules, nodules, or cysts. This pattern is more consistent with a non-acne inflammatory or xerotic condition (such as dermatitis or simple dryness) rather than acneiform eruptions."
86,acne-closed-comedo-10.jpg,acne,closed_comedo_(whitehead),acne,comedonal,True,True,5955.97,high,"The image shows multiple small, skin-colored to slightly whitish bumps on the forehead and scattered over the face without prominent redness or pus. These lesions are consistent with closed comedones (whiteheads) rather than inflamed papules or pustules, indicating comedonal acne as the primary pattern."
87,acne-closed-comedo-15.jpg,acne,closed_comedo_(whitehead),acne,comedonal,True,True,4934.97,high,"The image shows multiple small, skin-colored to whitish bumps without surrounding redness or visible pus, consistent with closed comedones (whiteheads). There is no evidence of inflamed papules, pustules, nodules, or cysts, which supports a diagnosis of comedonal rather than inflammatory acne."
88,acne-closed-comedo-5.jpg,acne,closed_comedo_(whitehead),acne,pustular,True,True,4535.48,high,"The image shows multiple inflamed, dome-shaped lesions with central whitish material consistent with pustules. There is surrounding erythema and inflammation, but no deep nodules or cysts, which fits best with superficial pustular acne rather than nodular or cystic forms."
89,acne-closed-comedo-29.jpg,acne,closed_comedo_(whitehead),acne,comedonal,True,True,5540.11,high,"The image shows multiple small, skin-colored to slightly whitish bumps consistent with closed comedones, with minimal surrounding redness or inflammation. There is no evidence of deep nodules, cysts, or widespread pustules, which supports a diagnosis of predominantly comedonal acne rather than inflammatory or non-acne conditions."
90,acne-scar-3.jpg,acne,general_acne,acne,papular,True,True,4922.23,high,"The image shows multiple small, inflamed red bumps on the lower face and chin without obvious white or yellow pus-filled centers. There are no deep nodules or cysts, and the distribution and morphology are typical of mild inflammatory (papular) acne rather than another dermatosis."
