image_id,image_filename,ground_truth_label,ground_truth_subtype,normalized_prediction,predicted_subtype,is_correct,success,processing_time_ms,confidence,reasoning
24,acne-cystic-108.jpg,acne,cystic_acne,non_acne,other,False,True,4361.05,high,The image shows diffuse erythema (redness) and what appears to be papular lesions in a distribution pattern consistent with rosacea rather than acne. The absence of comedones (blackheads/whiteheads) and the characteristic facial redness pattern are more indicative of rosacea or another inflammatory dermatosis.
25,acne-cystic-9.jpg,acne,cystic_acne,acne,pustular,True,True,5329.69,high,"The image shows multiple inflammatory lesions with visible pustules (white/yellow centers) surrounded by erythematous (red) halos, which is characteristic of pustular acne. The lesions are distributed in a typical acne pattern and show the classic appearance of infected follicular units with purulent material."
26,acne-cystic-117.jpg,acne,cystic_acne,non_acne,other,False,True,4585.93,high,"This image shows widespread erythema (redness) and scaling across the entire face in a symmetrical distribution pattern, which is characteristic of inflammatory dermatitis or eczema rather than acne. The absence of comedones, pustules, or typical acne lesions, combined with the diffuse scaling and uniform redness, strongly suggests a non-acne inflammatory skin condition."
27,acne-cystic-106.jpg,acne,cystic_acne,non_acne,other,False,True,4819.36,high,"The image shows characteristic features of rosacea rather than acne. The persistent facial erythema (redness) in the central face area, absence of comedones (blackheads/whiteheads), and the pattern of inflammation are typical of rosacea. The skin appears to have chronic inflammatory changes without the pustules or papules typically seen in acne."
28,acne-cystic-19.jpg,acne,cystic_acne,acne,papular,True,True,4597.71,high,"The image shows multiple small, red, inflamed papules without visible pustular heads or comedones. These lesions are characteristic of papular acne, presenting as inflammatory bumps that are raised above the skin surface but lack the white or yellow centers typical of pustular acne."
29,acne-cystic-38.jpg,acne,cystic_acne,non_acne,other,False,True,5282.65,high,"This appears to be a vesicular eruption, most likely herpes zoster (shingles) or herpes simplex, characterized by grouped vesicles and pustules in a localized distribution on the forehead. The lesions show the typical appearance of viral vesicles with clear fluid and crusting, which is distinctly different from acne morphology."
30,acne-pustular-55.jpg,acne,pustular_acne,non_acne,other,False,True,4297.79,high,"This image shows persistent facial erythema (redness) with a diffuse, symmetrical distribution pattern typical of rosacea rather than acne. The absence of comedones, pustules, or papules, combined with the characteristic persistent redness and possible telangiectasias, strongly suggests rosacea."
31,acne-pustular-35.jpg,acne,pustular_acne,non_acne,other,False,True,5119.86,high,This image shows characteristics consistent with folliculitis or a bacterial skin infection rather than acne. The lesions appear as inflamed pustules and papules in hair-bearing areas without the typical comedones (blackheads/whiteheads) that characterize acne. The distribution and morphology suggest an infectious process affecting hair follicles.
32,acne-pustular-54.jpg,acne,pustular_acne,non_acne,other,False,True,4915.8,high,"This image shows characteristics consistent with seborrheic dermatitis rather than acne. The presence of scaling, flaking skin with redness in a typical distribution pattern (forehead area) without comedones, pustules, or papules is more indicative of a dermatitic condition than acne."
33,acne-pustular-6.jpg,acne,pustular_acne,acne,papular,True,True,3831.71,high,"The image shows multiple small, red, inflamed papules scattered across the forehead area without visible pustules or comedones. These lesions are characteristic of papular acne, presenting as inflammatory bumps without pus-filled centers."
34,acne-pustular-30.jpg,acne,pustular_acne,non_acne,other,False,True,4331.08,high,"The image shows diffuse facial erythema (redness) with a symmetrical distribution pattern typical of rosacea or seborrheic dermatitis. There are no visible comedones, pustules, or papules characteristic of acne vulgaris."
35,acne-pustular-10.jpg,acne,pustular_acne,acne,papular,True,True,4328.01,high,"The image shows multiple small, red, inflamed papules distributed across the cheek and jawline area. These lesions are characteristic of papular acne, presenting as small inflammatory bumps without visible pustular heads or comedones."
36,acne-pustular-26.jpg,acne,pustular_acne,non_acne,other,False,True,5117.87,high,"This image shows diffuse erythema (redness) and what appears to be follicular irritation or inflammation, but lacks the characteristic comedones, pustules, or inflammatory papules typical of acne. The pattern and appearance are more consistent with folliculitis, irritant dermatitis, or another inflammatory skin condition rather than acne vulgaris."
37,acne-pustular-42.jpg,acne,pustular_acne,non_acne,other,False,True,4093.2,high,"This image shows characteristics consistent with rosacea rather than acne. The persistent erythema (redness) in the central facial area, absence of comedones (blackheads/whiteheads), and the pattern of inflammatory papules and pustules in the typical rosacea distribution (cheeks, nose, chin) are diagnostic features of rosacea."
38,acne-pustular-36.jpg,acne,pustular_acne,acne,papular,True,True,4186.26,high,"The image shows multiple small, red, inflamed papules distributed across the cheek area without visible pustules or comedones. These lesions are characteristic of papular acne, presenting as inflammatory bumps without pus-filled centers."
39,acne-pustular-38.jpg,acne,pustular_acne,non_acne,other,False,True,4825.55,high,"This appears to be herpes simplex virus (HSV) infection, likely oral herpes or cold sores. The characteristic clustered vesicles and pustules around the perioral area, along with the crusting and healing lesions, are典型的 of HSV rather than acne. The distribution pattern and morphology are inconsistent with acne vulgaris."
40,acne-pustular-17.jpg,acne,pustular_acne,acne,pustular,True,True,4707.4,high,"The image shows multiple inflammatory lesions with visible pustules (white/yellow centers) surrounded by erythematous bases, which is characteristic of pustular acne. The lesions are distributed in a typical acne pattern on the lower face and chin area."
41,acne-pustular-13.jpg,acne,pustular_acne,acne,papular,True,True,4914.85,high,"The image shows multiple small, red, inflamed papules scattered across the skin surface without visible pustular heads or comedones. These lesions are characteristic of papular acne, presenting as inflammatory bumps that are raised above the skin surface but lack the white or yellow centers typical of pustular acne."
42,acne-pustular-72.jpg,acne,pustular_acne,non_acne,other,False,True,4914.74,high,"This appears to be a viral exanthem or dermatitis rather than acne. The lesions are small, uniform, pink-red papules distributed in a scattered pattern without the presence of comedones, pustules, or the typical inflammatory lesions seen in acne. The morphology and distribution are more consistent with a viral rash or contact dermatitis."
43,acne-pustular-59.jpg,acne,pustular_acne,non_acne,other,False,True,3873.81,high,"The image shows normal skin with minimal surface irregularities and no characteristic acne lesions. There are no visible comedones, papules, pustules, or inflammatory lesions that would indicate any form of acne."
44,acne-pustular-15.jpg,acne,pustular_acne,non_acne,other,False,True,4730.25,high,"This image shows characteristics consistent with rosacea rather than acne. The persistent erythema (redness), papules without comedones, and the distribution pattern on the central face are typical of papulopustular rosacea. The absence of blackheads and whiteheads, combined with the diffuse inflammatory appearance, distinguishes this from acne vulgaris."
45,acne-pustular-12.jpg,acne,pustular_acne,acne,pustular,True,True,4706.73,high,"The image shows multiple inflammatory papules and pustules with white/yellow centers characteristic of pustular acne. The lesions are distributed across the cheek and jawline area in a pattern typical of acne vulgaris, with clear evidence of both inflammatory papules and pustular lesions."
46,acne-pustular-45.jpg,acne,pustular_acne,non_acne,other,False,True,4913.42,high,"This image shows characteristics consistent with rosacea rather than acne. The persistent erythema (redness), papules without comedones, and the location on what appears to be the central face area are typical of rosacea. The absence of blackheads, whiteheads, or pustules rules out acne variants."
47,acne-pustular-61.jpg,acne,pustular_acne,acne,papular,True,True,4813.51,high,"The image shows multiple small, red, inflamed papules distributed across the cheek and jawline area without visible pustular heads or comedones. These lesions are characteristic of papular acne, presenting as inflammatory bumps beneath the skin surface."
48,acne-pustular-67.jpg,acne,pustular_acne,non_acne,other,False,True,4811.45,high,"This image shows characteristics consistent with rosacea rather than acne. The widespread erythema (redness) across the cheeks and chin area, absence of comedones (blackheads/whiteheads), and the diffuse inflammatory pattern are typical of rosacea. The papulopustular lesions are distributed in a centrofacial pattern without the mixed comedonal lesions that would be expected in acne."
49,acne-pustular-37.jpg,acne,pustular_acne,non_acne,other,False,True,4096.36,high,"This image shows persistent facial erythema (redness) with a diffuse, symmetrical distribution pattern typical of rosacea rather than acne. The absence of comedones, pustules, or papules, combined with the characteristic persistent redness and possible telangiectasias, strongly suggests rosacea."
50,acne-pustular-18.jpg,acne,pustular_acne,acne,pustular,True,True,4710.31,high,The image shows multiple inflammatory lesions with visible pustules (white/yellow centers) distributed across the lower face and chin area. The presence of both inflamed papules and clear pustular lesions is characteristic of pustular acne rather than other acne types or non-acne conditions.
51,acne-pustular-44.jpg,acne,pustular_acne,acne,pustular,True,True,5114.85,high,"The image shows multiple inflammatory lesions with visible pustules (white/yellow centers) surrounded by erythematous bases, which is characteristic of pustular acne. The distribution on the cheek area and the presence of both active pustules and post-inflammatory hyperpigmentation are typical findings in pustular acne."
52,acne-pustular-62.jpg,acne,pustular_acne,acne,pustular,True,True,5016.17,high,"The image shows multiple inflammatory lesions with visible pustules (white/yellow centers) distributed across the face, particularly on the forehead and cheek area. The presence of both inflamed papules and clear pustular lesions with surrounding erythema is characteristic of pustular acne."
53,acne-pustular-7.jpg,acne,pustular_acne,acne,papular,True,True,4297.5,high,"The image shows multiple small, red, inflamed papules distributed across the cheek area without visible pustules or comedones. These lesions are characteristic of papular acne, presenting as inflammatory bumps without pus-filled centers."
54,acne-pustular-32.jpg,acne,pustular_acne,non_acne,other,False,True,4404.69,high,"This image shows characteristic features of rosacea rather than acne. The diffuse erythema (redness) across the central face, absence of comedones (blackheads/whiteheads), and the pattern of inflammation are typical of rosacea. The smooth, flushed appearance without discrete acne lesions is diagnostic."
55,acne-open-comedo-24.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,4710.08,high,"The image shows persistent facial erythema (redness) in a characteristic perioral and central facial distribution without the presence of comedones, pustules, or papules typical of acne. The pattern and appearance are more consistent with rosacea or seborrheic dermatitis rather than acne vulgaris."
56,acne-open-comedo-53.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,4609.33,high,"The image shows multiple small, dark-colored comedones (blackheads) distributed across the cheek area. These are characteristic open comedones where sebum and keratin have oxidized, creating the dark appearance typical of comedonal acne."
57,acne-open-comedo-9.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,4730.27,high,"This image shows the ear area with what appears to be irritation or dermatitis rather than acne. The redness and inflammation pattern is consistent with contact dermatitis or eczematous changes, lacking the characteristic comedones, pustules, or papules typical of acne vulgaris."
58,acne-open-comedo-57.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,4689.57,high,"This image shows diffuse erythema (redness) and what appears to be follicular prominence or keratosis pilaris-like changes without the presence of comedones, pustules, or inflammatory papules characteristic of acne. The pattern and appearance are more consistent with a follicular keratosis or inflammatory dermatitis rather than acne vulgaris."
59,acne-open-comedo-3.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,5219.9,high,"The image shows multiple small, flesh-colored to slightly darker papules distributed across the forehead area, which are characteristic of closed comedones (whiteheads) and possibly some open comedones. The lesions are non-inflammatory and appear as small bumps without significant redness or pustulation, which is典型 of comedonal acne."
60,acne-open-comedo-35.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,3903.99,high,"The image shows multiple small, dark-colored comedones (blackheads) scattered across the nose area. These are characteristic open comedones where sebum and keratin have oxidized, creating the dark appearance typical of comedonal acne."
61,acne-open-comedo-30.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,4588.59,high,"The image shows uniform redness and scaling across the skin surface without any comedones, pustules, papules, or other acne-specific lesions. The appearance is consistent with a dermatitic condition or irritant reaction rather than acne vulgaris."
62,acne-open-comedo-71.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,4197.45,high,"The image shows multiple small, dark-colored lesions consistent with open comedones (blackheads) distributed across the facial area. These appear as small, dark plugs in hair follicles without significant surrounding inflammation, which is characteristic of comedonal acne."
63,acne-open-comedo-1.jpg,acne,open_comedo_(blackhead),acne,comedonal,True,True,3830.84,high,"The image shows multiple small, dark comedones (blackheads) distributed across the chin and perioral area. These are characteristic open comedones where sebum and keratin have oxidized, creating the dark appearance typical of comedonal acne."
64,acne-open-comedo-28.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,4158.52,high,"This image shows what appears to be seborrheic dermatitis or another form of inflammatory dermatitis affecting the eyebrow area. The presentation shows diffuse redness, scaling, and irritation without the characteristic comedones, papules, or pustules typical of acne."
65,acne-open-comedo-17.jpg,acne,open_comedo_(blackhead),acne,papular,True,True,5014.4,high,"The image shows multiple small, red, inflamed papules distributed across the cheek and jawline area. These lesions appear as raised bumps without visible pustular heads, which is characteristic of papular acne. The distribution pattern and morphology are consistent with inflammatory acne rather than other skin conditions."
66,acne-open-comedo-25.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,3891.53,high,"This image shows normal healthy skin without any visible acne lesions, comedones, inflammatory papules, pustules, or other pathological findings. The skin appears smooth with normal texture and coloration."
67,acne-open-comedo-61.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,4604.96,high,"This image shows diffuse erythema (redness) and what appears to be seborrheic dermatitis or another inflammatory dermatitis condition. The absence of comedones, pustules, papules, or other typical acne lesions, combined with the pattern of redness and possible scaling, indicates this is not an acne condition."
68,acne-open-comedo-48.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,5267.26,high,"The image shows multiple small, dark, punctate lesions that appear to be comedone-like plugs or sebaceous hyperplasia rather than typical acne lesions. The distribution pattern and morphology are more consistent with sebaceous hyperplasia, solar comedones, or possibly Favre-Racouchot syndrome rather than inflammatory or non-inflammatory acne."
69,acne-open-comedo-51.jpg,acne,open_comedo_(blackhead),acne,pustular,True,True,4869.79,high,"The image shows multiple inflammatory lesions with visible pustules (white/yellow centers) surrounded by erythematous bases, which is characteristic of pustular acne. The distribution and morphology of the lesions are consistent with acne vulgaris rather than other inflammatory skin conditions."
70,acne-open-comedo-42.jpg,acne,open_comedo_(blackhead),acne,papular,True,True,4602.33,medium,"The image shows multiple small, red, inflamed papules scattered across the skin surface without visible pustular heads or comedones. These lesions appear as small inflammatory bumps characteristic of papular acne, though the image quality and lighting make definitive assessment challenging."
71,acne-open-comedo-46.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,3994.57,high,"This image shows diffuse erythema and scaling without the presence of comedones, pustules, or papules characteristic of acne. The uniform redness and fine scaling pattern is more consistent with seborrheic dermatitis or another inflammatory dermatitis condition."
72,acne-open-comedo-37.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,5731.94,high,"This image shows characteristic features of rosacea rather than acne. The persistent erythema (redness) on the central face, particularly the nose, along with the absence of comedones, pustules, or typical acne lesions, is consistent with rosacea. The smooth, inflamed appearance without discrete papules or pustules further supports this diagnosis."
73,acne-open-comedo-38.jpg,acne,open_comedo_(blackhead),acne,pustular,True,True,4199.38,high,"The image shows multiple inflammatory lesions with visible pustules (white/yellow centers) surrounded by erythematous bases, which is characteristic of pustular acne. The lesions appear to be superficial papulopustules rather than deeper nodules or cysts."
74,acne-open-comedo-58.jpg,acne,open_comedo_(blackhead),non_acne,other,False,True,4258.8,high,"This image shows diffuse erythema (redness) and what appears to be superficial scaling or irritation without the presence of comedones, pustules, papules, or other characteristic acne lesions. The uniform pink-red coloration and texture suggest an inflammatory skin condition such as dermatitis, eczema, or irritant contact dermatitis rather than acne."
75,acne-closed-comedo-13.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,4048.94,high,"This image shows diffuse erythema (redness) and scaling on the forehead without the presence of comedones, pustules, or papules characteristic of acne. The uniform distribution and scaly appearance are more consistent with seborrheic dermatitis or another inflammatory dermatitis condition."
76,acne-closed-comedo-39.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,4939.35,high,"This image shows what appears to be a mucosal surface (likely oral/genital mucosa) with multiple dark spots or lesions that are inconsistent with acne pathophysiology. Acne occurs on skin with sebaceous glands, not on mucosal surfaces, and the appearance and location suggest a different dermatological condition entirely."
77,acne-closed-comedo-21.jpg,acne,closed_comedo_(whitehead),acne,papular,True,True,4363.16,high,"The image shows multiple small, red, inflamed papules scattered across the skin surface without visible pustular heads or comedones. These are characteristic inflammatory lesions of papular acne, presenting as raised, erythematous bumps without purulent centers."
78,acne-closed-comedo-17.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,4199.59,high,"The image shows diffuse facial erythema (redness) without the presence of comedones, papules, pustules, or other typical acne lesions. The uniform redness and lack of discrete inflammatory lesions is more consistent with rosacea or another inflammatory dermatosis rather than acne vulgaris."
79,acne-closed-comedo-22.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,3888.34,high,"This image shows normal skin with hair follicles and natural skin texture. There are no visible comedones, inflammatory papules, pustules, or other acne lesions present. The skin appears healthy with normal coloration and texture."
80,acne-closed-comedo-36.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,4910.37,high,"The image shows multiple small, flesh-colored to slightly hyperpigmented papules scattered across the facial skin without any comedones, pustules, or inflammatory lesions typical of acne. The uniform appearance and distribution of these small bumps is more consistent with sebaceous hyperplasia, milia, or follicular keratosis rather than acne vulgaris."
81,acne-closed-comedo-20.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,4506.92,high,"This image shows diffuse facial erythema (redness) with a symmetrical distribution pattern and absence of comedones, pustules, or papules characteristic of acne. The uniform redness and lack of discrete acne lesions suggests this is likely rosacea or another inflammatory skin condition rather than acne."
82,acne-closed-comedo-4.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,4074.36,high,"The image shows diffuse erythema (redness) and what appears to be scaling or desquamation of the skin without any comedones, pustules, papules, or other acne-specific lesions. This presentation is more consistent with dermatitis, eczema, or another inflammatory skin condition rather than acne."
83,acne-closed-comedo-16.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,4228.86,high,The image shows diffuse facial erythema (redness) with small papules but lacks the characteristic comedones (blackheads/whiteheads) that define acne. The distribution pattern and morphology are more consistent with rosacea or another inflammatory dermatosis rather than acne vulgaris.
84,acne-closed-comedo-16.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,3959.64,high,"The image shows diffuse facial erythema (redness) with telangiectasias (dilated blood vessels) and papules without the presence of comedones, pustules, or typical acne lesions. The distribution pattern and morphology are consistent with rosacea rather than acne vulgaris."
85,acne-closed-comedo-26.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,3512.08,high,"The image shows normal skin texture with fine body hair and no visible acne lesions. There are no comedones, papules, pustules, nodules, or cysts present that would indicate any form of acne."
86,acne-closed-comedo-10.jpg,acne,closed_comedo_(whitehead),acne,comedonal,True,True,4422.67,high,"The image shows multiple comedones (blackheads and whiteheads) distributed across the face, particularly visible on the forehead, cheeks, and chin area. The lesions are primarily non-inflammatory comedones without significant pustular or papular components, which is characteristic of comedonal acne."
87,acne-closed-comedo-15.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,4168.78,high,"The image shows normal healthy skin around the lip area without any visible acne lesions. There are no comedones, papules, pustules, nodules, or cysts present. The skin appears to have normal texture and coloration typical of perioral skin."
88,acne-closed-comedo-5.jpg,acne,closed_comedo_(whitehead),non_acne,other,False,True,4612.86,high,"The image shows diffuse erythema (redness) and what appears to be superficial scaling or irritation without the presence of comedones, pustules, or inflammatory papules characteristic of acne. The pattern and appearance are more consistent with dermatitis, irritant contact dermatitis, or another inflammatory skin condition rather than acne vulgaris."
89,acne-closed-comedo-29.jpg,acne,closed_comedo_(whitehead),acne,comedonal,True,True,4320.61,high,"The image shows characteristic comedones (blackheads and whiteheads) on the chin area without significant inflammation. These are classic features of comedonal acne, which represents the mildest form of acne vulgaris consisting primarily of non-inflammatory lesions."
90,acne-scar-3.jpg,acne,general_acne,acne,papular,True,True,4465.41,high,"The image shows multiple small, red, inflamed papules distributed across the lower face and chin area. These lesions appear as raised bumps without visible pustular heads, which is characteristic of papular acne. The inflammatory nature and distribution pattern are consistent with acne vulgaris."
91,acne-infantile-4.jpg,acne,general_acne,non_acne,other,False,True,4666.47,high,"This image shows a widespread, symmetrical rash with small red papules distributed across the face, which is characteristic of a viral exanthem or allergic reaction rather than acne. The absence of comedones, pustules, or typical acne distribution patterns, combined with the uniform small papular eruption, indicates this is not an acne condition."
92,acne-scar-5.jpg,acne,general_acne,non_acne,other,False,True,4459.65,high,"The image shows multiple small, dark, flat lesions that appear to be seborrheic keratoses or similar benign skin growths rather than acne lesions. These lesions lack the characteristic features of acne such as comedones, pustules, or inflammatory papules."
93,acne-infantile-8.jpg,acne,general_acne,non_acne,other,False,True,4912.23,high,"This appears to be a viral exanthem, most likely measles or another childhood viral infection. The lesions are small, discrete, erythematous macules and papules distributed across the face and body in a characteristic pattern typical of viral rashes. The absence of comedones, pustules, or other acne-specific lesions rules out acne."
94,acne-scar-2.jpg,acne,general_acne,acne,pustular,True,True,5265.78,high,"The image shows multiple inflammatory lesions with visible pustules (white/yellow centers) surrounded by erythematous bases, which is characteristic of pustular acne. The distribution pattern around the mouth and chin area is typical for acne vulgaris, and the presence of both active pustules and post-inflammatory erythema supports this diagnosis."
95,07VascularFace0120.jpg,acne,general_acne,non_acne,other,False,True,4735.01,high,"This image shows diffuse erythema (redness) and what appears to be follicular inflammation or irritation, but lacks the characteristic comedones, pustules, or papules typical of acne. The pattern and appearance are more consistent with folliculitis, contact dermatitis, or another inflammatory skin condition rather than acne vulgaris."
96,07PerlecheAccutane.jpg,acne,general_acne,non_acne,other,False,True,5361.87,high,"This image shows perioral dermatitis, a common inflammatory skin condition that affects the area around the mouth. The characteristic red, scaly patches with small papules around the lips and mouth corners, along with the absence of comedones (blackheads/whiteheads) typical of acne, clearly indicates this is not an acne condition."
