image_id,image_filename,ground_truth_label,ground_truth_subtype,normalized_prediction,predicted_subtype,is_correct,success,processing_time_ms,confidence,reasoning,full_raw_response
10,acne-cystic-146.jpg,acne,cystic_acne,non_acne,other,False,True,7794.42,high,"This image shows widespread folliculitis or a follicular eruption on the back, characterized by numerous small follicular papules and pustules with surrounding erythema. The distribution pattern, uniform size of lesions, and clinical presentation are more consistent with bacterial folliculitis, drug-induced follicular eruption, or possibly a systemic condition rather than acne vulgaris. The presence of numerous dark comedone-like lesions may represent follicular plugging or post-inflammatory changes.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""This image shows widespread folliculitis or a follicular eruption on the back, characterized by numerous small follicular papules and pustules with surrounding erythema. The distribution pattern, uniform size of lesions, and clinical presentation are more consistent with bacterial folliculitis, drug-induced follicular eruption, or possibly a systemic condition rather than acne vulgaris. The presence of numerous dark comedone-like lesions may represent follicular plugging or post-inflammatory changes."",
    ""key_features"": [
        ""Widespread distribution of uniform follicular papules across entire back"",
        ""Multiple small pustules with surrounding erythema"",
        ""Numerous dark follicular plugs or comedone-like lesions"",
        ""Monomorphic appearance of lesions (similar size and shape)"",
        ""Diffuse involvement suggesting systemic or external cause rather than typical acne pattern"",
        ""Post-inflammatory hyperpigmentation present""
    ]
}
```"
11,acne-cystic-21.jpg,acne,cystic_acne,acne,papular,True,True,6735.14,high,"The image shows multiple small, erythematous papules distributed across the cheek and jawline area. These are inflammatory lesions without visible pustules or comedones, characteristic of papular acne. The lesions are discrete, raised, and red, consistent with inflammatory acne papules rather than other dermatological conditions.","```json
{
    ""classification"": ""Papular acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows multiple small, erythematous papules distributed across the cheek and jawline area. These are inflammatory lesions without visible pustules or comedones, characteristic of papular acne. The lesions are discrete, raised, and red, consistent with inflammatory acne papules rather than other dermatological conditions."",
    ""key_features"": [
        ""Multiple discrete erythematous papules"",
        ""Distribution across cheek and lower face"",
        ""Raised inflammatory lesions without visible pustular heads"",
        ""No evidence of comedones (blackheads/whiteheads)"",
        ""Lesions of varying sizes, predominantly small to medium"",
        ""Some post-inflammatory erythema visible"",
        ""No cystic or nodular components present""
    ]
}
```"
12,acne-cystic-33.jpg,acne,cystic_acne,non_acne,other,False,True,6036.81,high,"The image shows multiple small, dome-shaped, flesh-colored to brown papules distributed across the forehead. These lesions lack the characteristic features of acne such as comedones, pustules, or inflammatory papules. The morphology and distribution pattern are consistent with sebaceous hyperplasia or possibly syringomas - benign skin growths rather than acne lesions.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows multiple small, dome-shaped, flesh-colored to brown papules distributed across the forehead. These lesions lack the characteristic features of acne such as comedones, pustules, or inflammatory papules. The morphology and distribution pattern are consistent with sebaceous hyperplasia or possibly syringomas - benign skin growths rather than acne lesions."",
    ""key_features"": [
        ""Multiple small dome-shaped papules"",
        ""Flesh-colored to light brown coloration"",
        ""Uniform size and appearance"",
        ""No visible comedones or blackheads"",
        ""No pustules or white/yellow centers"",
        ""No inflammatory erythema typical of acne"",
        ""Symmetrical distribution across forehead"",
        ""Smooth surface texture of individual lesions""
    ]
}
```"
13,acne-cystic-100.jpg,acne,cystic_acne,non_acne,other,False,True,6942.63,high,"This presentation shows numerous discrete erythematous macules and papules distributed across the back in a characteristic pattern consistent with a viral exanthem, drug eruption, or folliculitis rather than acne vulgaris. The lesions lack the typical comedones, pustules, and inflammatory nodules characteristic of acne. The widespread, relatively uniform distribution and morphology of the lesions, along with their appearance on the trunk, suggests a systemic or infectious etiology rather than acne.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""This presentation shows numerous discrete erythematous macules and papules distributed across the back in a characteristic pattern consistent with a viral exanthem, drug eruption, or folliculitis rather than acne vulgaris. The lesions lack the typical comedones, pustules, and inflammatory nodules characteristic of acne. The widespread, relatively uniform distribution and morphology of the lesions, along with their appearance on the trunk, suggests a systemic or infectious etiology rather than acne."",
    ""key_features"": [
        ""Numerous discrete red macules and papules"",
        ""Widespread distribution across entire back"",
        ""Uniform size and morphology of lesions"",
        ""Absence of comedones (blackheads/whiteheads)"",
        ""Absence of typical acne pustules with white/yellow centers"",
        ""Pattern more consistent with viral exanthem or drug reaction"",
        ""No evidence of deep nodules or cystic lesions""
    ]
}
```"
14,acne-cystic-128.jpg,acne,cystic_acne,non_acne,other,False,True,8201.9,high,"This image shows a vesicular eruption with grouped, clustered lesions in a dermatomal distribution pattern, consistent with herpes zoster (shingles). The presence of vesicles, crusting, and the linear/grouped arrangement along what appears to be a nerve distribution is characteristic of a viral infection rather than acne. There are no comedones, pustules, or other typical acne lesions present.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""This image shows a vesicular eruption with grouped, clustered lesions in a dermatomal distribution pattern, consistent with herpes zoster (shingles). The presence of vesicles, crusting, and the linear/grouped arrangement along what appears to be a nerve distribution is characteristic of a viral infection rather than acne. There are no comedones, pustules, or other typical acne lesions present."",
    ""key_features"": [
        ""Grouped vesicular lesions with crusting"",
        ""Linear/dermatomal distribution pattern"",
        ""Presence of clear vesicles and erosions"",
        ""Absence of comedones or typical acne pustules"",
        ""Erythematous base with clustered appearance"",
        ""Location and pattern consistent with herpes zoster""
    ]
}
```"
15,acne-cystic-109.jpg,acne,cystic_acne,non_acne,other,False,True,6461.05,high,"The distribution pattern and morphology of lesions are inconsistent with acne vulgaris. The widespread, relatively uniform distribution of small papules and pustules across the back, along with what appears to be follicular involvement, suggests folliculitis or possibly a drug-induced eruption. The lack of comedones and the uniform size and distribution pattern are not characteristic of typical acne presentations.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The distribution pattern and morphology of lesions are inconsistent with acne vulgaris. The widespread, relatively uniform distribution of small papules and pustules across the back, along with what appears to be follicular involvement, suggests folliculitis or possibly a drug-induced eruption. The lack of comedones and the uniform size and distribution pattern are not characteristic of typical acne presentations."",
    ""key_features"": [
        ""Widespread distribution of small uniform papules and pustules"",
        ""Follicular-centered lesions across entire back"",
        ""Absence of comedones (blackheads/whiteheads)"",
        ""Relatively monomorphic appearance of lesions"",
        ""Distribution pattern more consistent with folliculitis than acne"",
        ""Some lesions appear to have central follicular involvement""
    ]
}
```"
16,acne-cystic-102.jpg,acne,cystic_acne,non_acne,other,False,True,6277.78,high,"This presentation shows numerous discrete, uniformly-sized, erythematous macules and papules distributed across the upper back in a characteristic pattern consistent with a viral exanthem or drug eruption. The lesions lack the comedones, pustules, or inflammatory nodules typical of acne vulgaris. The sudden, widespread, and uniform distribution pattern is more consistent with a systemic process rather than follicular-based acne.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""This presentation shows numerous discrete, uniformly-sized, erythematous macules and papules distributed across the upper back in a characteristic pattern consistent with a viral exanthem or drug eruption. The lesions lack the comedones, pustules, or inflammatory nodules typical of acne vulgaris. The sudden, widespread, and uniform distribution pattern is more consistent with a systemic process rather than follicular-based acne."",
    ""key_features"": [""widespread distribution of uniform-sized lesions"", ""discrete erythematous macules and papules"", ""absence of comedones (blackheads/whiteheads)"", ""absence of pustules with purulent centers"", ""symmetric distribution pattern"", ""lesions appear non-follicular in nature""]
}
```"
17,acne-cystic-55.jpg,acne,cystic_acne,acne,pustular,True,True,6430.16,high,"The image shows multiple inflammatory lesions on the forehead with visible pustules (white/yellow centers) surrounded by erythematous (red) bases. The distribution pattern, presence of both active pustules and post-inflammatory changes, and the morphology of individual lesions are consistent with pustular acne. The lesions are discrete, polymorphic, and concentrated in a sebaceous-rich area typical for acne vulgaris.","```json
{
    ""classification"": ""Pustular acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows multiple inflammatory lesions on the forehead with visible pustules (white/yellow centers) surrounded by erythematous (red) bases. The distribution pattern, presence of both active pustules and post-inflammatory changes, and the morphology of individual lesions are consistent with pustular acne. The lesions are discrete, polymorphic, and concentrated in a sebaceous-rich area typical for acne vulgaris."",
    ""key_features"": [
        ""Multiple pustules with white/yellow purulent centers"",
        ""Erythematous inflammatory papules"",
        ""Post-inflammatory hyperpigmentation and erythema"",
        ""Distribution on forehead (sebaceous-rich area)"",
        ""Discrete lesions of varying stages"",
        ""Mixed comedonal and inflammatory components""
    ]
}
```"
18,acne-cystic-99.jpg,acne,cystic_acne,non_acne,other,False,True,9506.91,high,"This image shows multiple vesicular and pustular lesions with hemorrhagic crusting in a dermatomal distribution pattern on the posterior neck. The grouped vesicles on an erythematous base, along with the characteristic unilateral distribution following dermatomes, is pathognomonic for herpes zoster (shingles). This is distinctly different from acne, which presents with comedones, papules, and pustules in sebaceous areas without dermatomal distribution.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""This image shows multiple vesicular and pustular lesions with hemorrhagic crusting in a dermatomal distribution pattern on the posterior neck. The grouped vesicles on an erythematous base, along with the characteristic unilateral distribution following dermatomes, is pathognomonic for herpes zoster (shingles). This is distinctly different from acne, which presents with comedones, papules, and pustules in sebaceous areas without dermatomal distribution."",
    ""key_features"": [""grouped vesicles and pustules"", ""hemorrhagic crusting"", ""dermatomal distribution pattern"", ""unilateral presentation on posterior neck"", ""erythematous base"", ""absence of comedones"", ""location not typical for acne""]
}
```"
19,acne-cystic-49.jpg,acne,cystic_acne,non_acne,other,False,True,6815.95,high,"This image shows multiple ulcerative lesions with exposed dermis, necrotic tissue (dark brown/black areas), and significant tissue destruction. The presence of deep ulcers with red granulation tissue and eschar formation is inconsistent with any form of acne. This appears to be a severe ulcerative skin condition, possibly pyoderma gangrenosum, vasculitis, or severe pressure ulcers.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""This image shows multiple ulcerative lesions with exposed dermis, necrotic tissue (dark brown/black areas), and significant tissue destruction. The presence of deep ulcers with red granulation tissue and eschar formation is inconsistent with any form of acne. This appears to be a severe ulcerative skin condition, possibly pyoderma gangrenosum, vasculitis, or severe pressure ulcers."",
    ""key_features"": [
        ""Multiple deep ulcerations with exposed tissue"",
        ""Red granulation tissue visible in ulcer bases"",
        ""Dark necrotic eschar formation"",
        ""Significant tissue destruction beyond epidermis"",
        ""No comedones, pustules, or typical acne lesions present"",
        ""Pattern consistent with ulcerative dermatosis rather than follicular inflammation""
    ]
}
```"
20,acne-cystic-107.jpg,acne,cystic_acne,non_acne,other,False,True,6372.34,high,"This image shows a clustered distribution of papular lesions with surrounding erythema and hyperpigmentation on the chest area, which is more consistent with folliculitis, a viral exanthem, or another inflammatory dermatosis. The lesions lack the characteristic comedones, pustules, or cystic formations typical of acne vulgaris. The pattern and morphology suggest an infectious or inflammatory process rather than acne.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""This image shows a clustered distribution of papular lesions with surrounding erythema and hyperpigmentation on the chest area, which is more consistent with folliculitis, a viral exanthem, or another inflammatory dermatosis. The lesions lack the characteristic comedones, pustules, or cystic formations typical of acne vulgaris. The pattern and morphology suggest an infectious or inflammatory process rather than acne."",
    ""key_features"": [""clustered red papules in central chest area"", ""surrounding hyperpigmented macules"", ""absence of comedones or pustules"", ""inflammatory appearance with erythema"", ""distribution pattern atypical for acne vulgaris""]
}
```"
21,acne-cystic-122.jpg,acne,cystic_acne,non_acne,other,False,True,6254.39,high,"The image shows multiple purpuric lesions (red-purple macules and patches) that do not blanch, which is characteristic of vasculitis, purpura, or other vascular/hemorrhagic conditions rather than acne. The lesions lack the typical features of acne such as comedones, pustules, or inflammatory papules centered around hair follicles. The distribution and morphology are consistent with petechiae and ecchymoses rather than acneiform eruptions.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows multiple purpuric lesions (red-purple macules and patches) that do not blanch, which is characteristic of vasculitis, purpura, or other vascular/hemorrhagic conditions rather than acne. The lesions lack the typical features of acne such as comedones, pustules, or inflammatory papules centered around hair follicles. The distribution and morphology are consistent with petechiae and ecchymoses rather than acneiform eruptions."",
    ""key_features"": [""multiple red-purple macules and patches"", ""non-blanching purpuric lesions"", ""varying sizes of lesions"", ""absence of comedones or pustules"", ""absence of follicular-centered inflammation"", ""appearance consistent with vascular/hemorrhagic process""]
}
```"
22,acne-cystic-28.jpg,acne,cystic_acne,non_acne,other,False,True,6115.34,high,"This image shows characteristics consistent with herpes zoster (shingles) or a severe vesiculobullous eruption rather than acne. The lesions display grouped vesicles and crusting in a localized dermatomal distribution on the forehead, which is not typical of acne. The presence of vesiculation, crusting, and the clustered pattern are inconsistent with any form of acne vulgaris.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""This image shows characteristics consistent with herpes zoster (shingles) or a severe vesiculobullous eruption rather than acne. The lesions display grouped vesicles and crusting in a localized dermatomal distribution on the forehead, which is not typical of acne. The presence of vesiculation, crusting, and the clustered pattern are inconsistent with any form of acne vulgaris."",
    ""key_features"": [""grouped vesicular lesions with crusting"", ""localized distribution in dermatomal pattern"", ""erythematous base with vesicles and erosions"", ""absence of comedones"", ""presence of serosanguinous crusting"", ""unilateral forehead involvement""]
}
```"
23,acne-cystic-103.jpg,acne,cystic_acne,non_acne,other,False,True,7303.74,high,"This image shows multiple crusted, necrotic lesions with hemorrhagic crusting distributed across the upper back and neck. The lesions appear to be vesiculopustular with central necrosis and crusting, which is characteristic of disseminated varicella-zoster infection (chickenpox/shingles) or another vesiculobullous condition. The morphology, distribution pattern, and presence of hemorrhagic crusts are inconsistent with any form of acne.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""This image shows multiple crusted, necrotic lesions with hemorrhagic crusting distributed across the upper back and neck. The lesions appear to be vesiculopustular with central necrosis and crusting, which is characteristic of disseminated varicella-zoster infection (chickenpox/shingles) or another vesiculobullous condition. The morphology, distribution pattern, and presence of hemorrhagic crusts are inconsistent with any form of acne."",
    ""key_features"": [
        ""Multiple crusted lesions with central necrosis"",
        ""Hemorrhagic (blood-tinged) crusting"",
        ""Vesiculopustular lesions at various stages of evolution"",
        ""Scattered distribution pattern across back and neck"",
        ""Absence of comedones (blackheads/whiteheads)"",
        ""Lesions appear umbilicated with central depression"",
        ""Surrounding erythema and inflammation""
    ]
}
```"
24,acne-cystic-108.jpg,acne,cystic_acne,non_acne,other,False,True,5704.08,high,"The image shows diffuse erythema (redness) with visible telangiectasia (dilated blood vessels) on the cheek and jaw area, without the presence of comedones, pustules, or papules typical of acne. The pattern of persistent redness, visible blood vessels, and distribution are characteristic of rosacea rather than acne vulgaris.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows diffuse erythema (redness) with visible telangiectasia (dilated blood vessels) on the cheek and jaw area, without the presence of comedones, pustules, or papules typical of acne. The pattern of persistent redness, visible blood vessels, and distribution are characteristic of rosacea rather than acne vulgaris."",
    ""key_features"": [
        ""Diffuse facial erythema without discrete comedones"",
        ""Visible telangiectasia (spider veins/broken capillaries)"",
        ""Persistent redness in typical rosacea distribution (cheeks)"",
        ""Absence of pustules, papules, or comedones"",
        ""Smooth skin texture without acne lesions""
    ]
}
```"
25,acne-cystic-9.jpg,acne,cystic_acne,non_acne,other,False,True,6471.63,high,"The image shows multiple vesicular and pustular lesions with hemorrhagic crusting in a clustered distribution pattern, which is highly characteristic of herpes simplex virus (HSV) infection rather than acne. The presence of grouped vesicles, some with hemorrhagic crusting, and the absence of comedones (blackheads/whiteheads) are inconsistent with acne vulgaris. The lesion morphology and distribution pattern are pathognomonic for herpetic infection.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""The image shows multiple vesicular and pustular lesions with hemorrhagic crusting in a clustered distribution pattern, which is highly characteristic of herpes simplex virus (HSV) infection rather than acne. The presence of grouped vesicles, some with hemorrhagic crusting, and the absence of comedones (blackheads/whiteheads) are inconsistent with acne vulgaris. The lesion morphology and distribution pattern are pathognomonic for herpetic infection."",
    ""key_features"": [""grouped vesicular lesions"", ""hemorrhagic crusting on several lesions"", ""clustered distribution pattern"", ""absence of comedones"", ""presence of clear fluid-filled vesicles"", ""erythematous base"", ""location consistent with herpes simplex""]
}
```"
26,acne-cystic-117.jpg,acne,cystic_acne,non_acne,other,False,True,6782.01,high,"This image shows widespread erythema (redness), edema (swelling), and what appears to be vesiculation and crusting in a diffuse, confluent pattern across the entire face. The distribution is too uniform and the morphology is inconsistent with acne lesions. This presentation is more consistent with an acute dermatitis, severe allergic contact dermatitis, or possibly a severe drug reaction rather than any form of acne vulgaris.","```json
{
    ""classification"": ""Not acne"",
    ""confidence"": ""high"",
    ""reasoning"": ""This image shows widespread erythema (redness), edema (swelling), and what appears to be vesiculation and crusting in a diffuse, confluent pattern across the entire face. The distribution is too uniform and the morphology is inconsistent with acne lesions. This presentation is more consistent with an acute dermatitis, severe allergic contact dermatitis, or possibly a severe drug reaction rather than any form of acne vulgaris."",
    ""key_features"": [""diffuse facial erythema and edema"", ""confluent involvement without discrete comedones"", ""vesiculation and crusting present"", ""symmetric distribution across entire face"", ""absence of typical acne lesions (comedones, papules, pustules)"", ""skin appears inflamed and weeping""]
}
```"
